운동 동작,대분류,난이도,부위,도구,목적,설명,영상
양쪽 종아리 근육 운동 4,근력 /열린사슬운동 /능동,매우 쉬움,발목&발,매트,근력,무릎을 펴고 바로 누운 자세에서 발바닥을 바닥 쪽으로 내렸다가 제자리로 돌아옵니다. 종아리 근육을 사용하여 발목을 움직여주는 운동입니다. 일정 횟수 반복한 후 천천히 시작 자세로 돌아와 마무리합니다.,https://resources.mora.kr/static/exercise/media/419/MG/506aad39ddb57ca13d394da150bf169c.mp4
양쪽 종아리 근육 운동 5,근력 /닫힌사슬운동 /능동,매우 쉬움,발목&발,매트,근력,골반 너비로 발을 두고 무릎을 굽혀 누운 자세에서 양쪽 뒤꿈치를 바닥에서 들어줍니다. 종아리에 힘이 들어오는 것을 느껴주세요. 무릎은 계속 천장을 향하도록 합니다. 일정 시간 유지한 후 천천히 뒤꿈치를 내려 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/424/MG/9adc80c0d0eff9a5a040e8a6b4184e78.mp4
양쪽 종아리 근육 운동 6,근력 /닫힌사슬운동 /능동,매우 쉬움,발목&발,매트,근력,골반 너비로 발을 두고 무릎을 굽혀 누운 자세에서 양쪽 뒤꿈치를 바닥에서 들었다 내려줍니다. 종아리에 힘이 들어오는 것을 느껴주세요. 무릎은 계속 천장을 향하도록 합니다. 일정횟수 반복한 후 천천히 뒤꿈치를 내려 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/425/MG/c862a31a2a9fe1a57adc36386d02df94.mp4
양쪽 팔꿈치 굽혀 밴드 당기기,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정하여 양손으로 잡아주세요. 엄지손가락이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겨주세요. 아래팔과 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1431/MG/778844862a3eb41f1a1d24799d6603ef.mp4
양쪽 팔꿈치 굽혀 밴드 당기기 2,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정하여 양손으로 잡아주세요. 엄지손가락이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겼다가 돌아가세요. 아래팔과 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1432/MG/390ee66c468165ebee65d2edb13daa06.mp4
양쪽 팔꿈치 굽혀 밴드 당기기 3,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정하여 양손으로 잡아주세요. 손바닥이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겨주세요. 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1433/MG/31c347502b28c630a913d854a147bb3a.mp4
양쪽 팔꿈치 굽혀 밴드 당기기 4,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정한 다음 양손으로 잡아주세요. 손바닥이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겼다가 돌아가세요. 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1434/MG/e5808cf1134b8fa3da3eca1a31838e38.mp4
양쪽 팔꿈치 굽혀 밴드 당기기 5,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정한 다음 양손으로 잡아주세요. 손등이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겨주세요. 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1435/MG/4f18f5354a410f07a6ceb656b6147c94.mp4
양쪽 팔꿈치 굽혀 밴드 당기기 6,근력 /열린사슬운동 /능동,쉬움,팔꿈치,"탄력밴드|  
매트",근력,양 팔을 몸 옆에 두고 바로 누워 발에 밴드를 고정한 다음 양손으로 잡아주세요. 손등이 천장을 향하게 두고 팔꿈치를 굽혀 밴드를 당겼다 돌아가세요. 위팔에 힘이 들어올 것입니다. 어깨가 올라가거나 위팔이 바닥에서 떨어지지 않도록 유지해 주세요. 손목이 꺾이지 않게 주의하세요. 팔꿈치에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1436/MG/6aa2100776fc1ac9fcbb80264b98ae42.mp4
양팔 벌려 밴드 밀고 팔 올리기,근력 /닫힌사슬운동 /능동,쉬움,어깨,탄력밴드,근력,"어깨를 내리고 바르게 선 자세에서 아래팔에 탄력밴드를 차고 팔꿈치를 편 채 옆으로 팔을 벌려 밴드를 팽팽하게 만들어주세요. 바깥으로 팔을 벌려 밴드를 계속 밀어내면서 양 팔을 머리 위로 올려주세요. 등과 어깨, 팔에 힘이 들어오는 것을 느껴주세요. 고개가 앞으로 나가거나 어깨가 올라가지 않아야 합니다. 코어에 힘을 주어 몸이 꼿꼿하게 서 있도록 유지해 주세요. 어깨와 팔꿈치에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2958/MG/0d26959a3884c6380bca93f9589be78d.mp4
양팔 벌려 밴드 밀고 팔 올리기 2,근력 /닫힌사슬운동 /능동,쉬움,어깨,탄력밴드,근력,"어깨를 내리고 바르게 선 자세에서 아래팔에 탄력밴드를 차고 팔꿈치를 편 채 옆으로 팔을 벌려 밴드를 팽팽하게 만들어주세요. 바깥으로 팔을 벌려 밴드를 계속 밀어내면서 양 팔을 머리 위로 올렸다 내려주세요. 등과 어깨, 팔에 힘이 들어오는 것을 느껴주세요. 고개가 앞으로 나가거나 어깨가 올라가지 않아야 합니다. 코어에 힘을 주어 몸이 꼿꼿하게 서 있도록 유지해 주세요. 어깨와 팔꿈치에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 시작자세로 돌아오세요.",https://resources.mora.kr/static/exercise/media/2959/MG/8862564ba6fa42f04e1d740c849a14c4.mp4
양팔 잡고 등 말기,관절 움직임 /열린사슬운동 /능동,매우 쉬움,등,의자,관절 움직임,바르게 앉은 자세에서 양쪽 팔꿈치를 잡고 팔을 어깨 높이까지 들어준 다음 고개를 숙이면서 등을 둥글게 말아주세요. 팔꿈치는 앞으로 밀어주세요. 날개뼈 사이와 등이 스트레칭되는 것을 느낄 수 있습니다. 허리는 말리지 않게 주의하세요. 일정 시간 유지한 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1062/MG/d8f91fce960e45019646aea36ddb2a57.mp4
양팔로 몸 감싸고 등 말기,관절 움직임 /열린사슬운동 /능동,매우 쉬움,어깨,의자,관절 움직임,바르게 앉은 자세에서 양손으로 몸을 감싸 안고 고개를 숙이면서 등까지 둥글게 말아주세요. 등과 양쪽 날개뼈 사이에서 스트레칭 되는 것을 느껴주세요. 팔꿈치를 앞으로 등은 뒤로 보내면 더 강한 자극이 올 수 있습니다. 허리는 말리지 않게 주의해 주세요. 일정 시간 유지 후 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/1061/MG/c920006d4ea37235d7719eee515dea33.mp4
어깨 근육 스트레칭,관절 움직임 /열린사슬운동 /능동,매우 쉬움,어깨,의자,관절 움직임,의자에 앉아 스트레칭을 할 어깨 쪽 손으로 의자를 잡아주세요. 반대 손으로 뒤통수를 감싸고 머리를 대각선 앞으로 숙인 다음 살짝 당겨줍니다. 뒤통수부터 어깨까지 스트레칭 되는 걸 느껴주세요. 어깨는 올라가지 않아야 하고 머리를 너무 세게 누르지 마세요. 통증이 아닌 스트레칭 느낌이 나는 지점에서 일정 시간 유지 후 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/1064/MG/6247a61407f876424ccd7503677caf72.mp4
어깨 슬리퍼 스트레칭,관절 움직임 /열린사슬운동 /수동,매우 쉬움,어깨,매트,관절 움직임,운동할 쪽 팔이 바닥을 향하도록 옆으로 눕고 팔은 앞으로 뻗어주세요. 팔꿈치를 직각으로 굽힌 다음 손바닥은 바닥을 향하게 하고 반대손으로 아래팔을 잡아 아래로 내려주세요. 어깨의 뒤와 윗부분에 스트레칭 되는 것이 느껴질 겁니다. 어깨의 안쪽 돌림 움직임을 만들어 줍니다. 어깨가 올라가거나 팔이 바닥에서 떨어지지 않도록 해주세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/894/MG/208bd9fc317cb5ccbc228bf249177bba.mp4
어깨 슬리퍼 스트레칭 2,관절 움직임 /열린사슬운동 /수동,매우 쉬움,어깨,매트,관절 움직임,운동할 쪽 팔이 바닥을 향하도록 옆으로 눕고 팔은 앞으로 뻗어주세요. 팔꿈치를 직각으로 굽힌 다음 손바닥은 바닥을 향하게 하고 반대손으로 아래팔을 잡아 아래로 내렸다가 제자리로 돌아가세요. 어깨의 뒤와 윗부분에 스트레칭 되는 것이 느껴질 겁니다. 어깨의 안쪽 돌림 움직임을 만들어 줍니다. 어깨가 올라가거나 팔이 바닥에서 떨어지지 않도록 해주세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/895/MG/a6792f53c0db929d69fad5ca61b26bae.mp4
어깨 안정화 운동,근력 /닫힌사슬운동 /능동,매우 쉬움,어깨,"의자|  
테이블|  
침대",근력,운동할 쪽을 테이블 옆으로 두고 앉아주세요. 운동할 팔의 팔꿈치를 굽혀 테이블에 올린 다음 팔꿈치는 아래쪽으로 누르는 힘을 주시고 아래팔은 앞으로 미는 힘을 주되 움직임이 나타나지 않아야 합니다. 테이블 앞에 벽이나 밀려나지 않는 물건을 두고 밀어주셔도 좋습니다. 어깨를 제자리에 두고 유지하는 동작입니다. 작은 움직임이며 통증은 생기지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1271/MG/d9511c5af57f6ef5332c112b245b2ec4.mp4
엄지손가락쪽으로 손목 굽혀 밴드 당기기,근력 /열린사슬운동 /능동,쉬움,손목&손,"탄력밴드|  
의자|  
테이블|  
침대",근력,팔꿈치를 굽혀 양 팔을 책상에 올리고 손바닥을 천장으로 향하게 한 다음 운동할 손에 밴드를 걸어주세요. 손은 책상 위에 둔 채 반대 손으로 밴드를 잡아 팽팽하게 당긴 다음 운동할 손의 손목을 엄지손가락 쪽으로 굽혀 밴드를 당겨주세요. 손목 바깥쪽으로 힘이 들어올 거예요. 아래팔이 움직이지 않아야 합니다. 손목이나 팔꿈치에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2099/MG/e67dc45278b4a29bc88ed8b3650bbb9b.mp4
엄지손가락쪽으로 손목 굽혀 밴드 당기기 2,근력 /열린사슬운동 /능동,쉬움,손목&손,"탄력밴드|  
의자|  
테이블|  
침대",근력,팔꿈치를 굽혀 양 팔을 책상에 올리고 손바닥을 천장으로 향하게 한 다음 운동할 손에 밴드를 걸어주세요. 손은 책상 위에 둔 채 반대 손으로 밴드를 잡아 팽팽하게 당긴 다음 운동할 손의 손목을 엄지손가락 쪽으로 굽혀 밴드를 당겼다 제자리로 돌아오세요. 손목 바깥쪽으로 힘이 들어올 거예요. 아래팔이 움직이지 않아야 합니다. 손목이나 팔꿈치에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2100/MG/d96cf4296d455081f4d4fc70ff37aff7.mp4
엄지손가락쪽으로 손목 굽혀 밴드 당기기 3,근력 /열린사슬운동 /능동,쉬움,손목&손,"탄력밴드|  
의자|  
테이블|  
침대",근력,팔꿈치를 굽혀 양 팔을 책상에 올리고 손바닥을 천장으로 향하게 한 다음 운동할 손에 밴드를 걸어주세요. 손이 바닥에서 떨어지도록 두고 반대 손으로 밴드를 팽팽하게 한 다음 운동할 손의 손목을 엄지손가락 쪽으로 굽혀 밴드를 당겨주세요. 손목 바깥쪽으로 힘이 들어올 거예요. 아래팔은 바닥에서 떨어지거나 움직이지 않도록 해주세요. 손목이나 팔꿈치에 통증이 생기지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2103/MG/7b08cbd696949a78caa3d4d266399631.mp4
엄지손가락쪽으로 손목 굽혀 밴드 당기기 4,근력 /열린사슬운동 /능동,쉬움,손목&손,"탄력밴드|  
의자|  
테이블|  
침대",근력,팔꿈치를 굽혀 양 팔을 책상에 올리고 손바닥을 천장으로 향하게 한 다음 운동할 손에 밴드를 걸어주세요. 손이 바닥에서 떨어지도록 두고 반대 손으로 밴드를 팽팽하게 한 다음 운동할 손의 손목을 엄지손가락 쪽으로 굽혀 밴드를 당겼다 제자리로 돌아가세요. 손목 바깥쪽으로 힘이 들어올 거예요. 아래팔은 바닥에서 떨어지거나 움직이지 않도록 해주세요. 손목이나 팔꿈치에 통증이 생기지 않도록 주의하세요. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2104/MG/ff9b6f1771b7331ba3ff5c6ededdc4c0.mp4
엄지손가락쪽으로 책상 밀기,근력 /열린사슬운동 /능동,매우 쉬움,손목&손,"의자|  
테이블|  
침대",근력,책상을 앞에 두고 앉아주세요. 운동할 손을 펴 엄지손가락이 위로 오도록 책상 아래에 두세요. 손목을 옆으로 굽혀 엄지손가락 쪽으로 책상을 밀어주세요. 아래팔에 힘이 들어올 거예요. 손목에 통증이 생기지 않아야 합니다. 어깨가 올라가지 않도록 주의하세요. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2082/MG/c4015aa8b4c61dbae11eb90676f342e5.mp4
엉덩 관절 펴 밴드 당기기,근력 /닫힌사슬운동 /능동,보통,고관절&골반,"매트|  
탄력밴드|  
테이블",근력,어깨너비 간격으로 무릎을 꿇고 앉은 자세에서 엉덩이 앞에 탄력밴드를 감아주세요. 허리 기본 커브를 유지하면서 엉덩이를 앞으로 가져와 몸을 반듯이 펴 주세요. 밴드를 당기면서 일어날 때 엉덩이에 힘이 들어오는 것을 느껴주세요. 허리와 등은 굽거나 과하게 꺾이지 않아야 합니다. 바닥에 둔 다리는 움직이지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2828/MG/d02b95404bdb26edf6bae4a388b05f10.mp4
